"","water_year","month","block","release_datetime","tag_id_hex","weight_gr","fork_length_mm"
"92","2024","Dec","Block 1",2023-12-07 15:10:00,"2511",34.8,150
"93","2024","Dec","Block 1",2023-12-07 15:10:00,"215A",20.4,130
"94","2024","Dec","Block 1",2023-12-07 15:10:00,"20A5",47.8,167
"95","2024","Dec","Block 1",2023-12-07 15:10:00,"248D",17,123
"96","2024","Dec","Block 1",2023-12-07 15:10:00,"2094",18.8,123
"97","2024","Dec","Block 1",2023-12-07 15:10:00,"22B1",60.1,177
"98","2024","Dec","Block 1",2023-12-07 15:10:00,"2521",29.9,144
"99","2024","Dec","Block 1",2023-12-07 15:10:00,"1EAB",52.1,170
"100","2024","Dec","Block 1",2023-12-07 15:10:00,"27DA",38.6,160
"101","2024","Dec","Block 1",2023-12-07 18:05:00,"2158",10.8,100
"102","2024","Dec","Block 1",2023-12-07 18:05:00,"26D0",10.4,108
"103","2024","Dec","Block 1",2023-12-07 18:05:00,"24C9",29.7,146
"104","2024","Dec","Block 1",2023-12-07 18:05:00,"290B",18.2,125
"105","2024","Dec","Block 1",2023-12-07 18:05:00,"2229",39.9,157
"106","2024","Dec","Block 1",2023-12-07 18:05:00,"2531",18.5,121
"107","2024","Dec","Block 1",2023-12-07 18:05:00,"26EA",14.2,110
"108","2024","Dec","Block 1",2023-12-07 18:05:00,"26B2",13.8,115
"109","2024","Dec","Block 1",2023-12-07 18:05:00,"2168",29,136
"110","2024","Dec","Block 1",2023-12-07 18:05:00,"2194",50.7,171
"111","2024","Dec","Block 1",2023-12-07 21:35:00,"268D",9.4,97
"112","2024","Dec","Block 1",2023-12-07 21:35:00,"286A",50.2,179
"113","2024","Dec","Block 1",2023-12-07 21:35:00,"1ED5",15.2,120
"114","2024","Dec","Block 1",2023-12-07 21:35:00,"2652",22.8,136
"115","2024","Dec","Block 1",2023-12-07 21:35:00,"2508",29.1,144
"116","2024","Dec","Block 1",2023-12-07 21:35:00,"266E",12.2,109
"117","2024","Dec","Block 1",2023-12-07 21:35:00,"25ED",36,153
"118","2024","Dec","Block 1",2023-12-07 21:35:00,"292C",43.2,165
"119","2024","Dec","Block 1",2023-12-07 21:35:00,"2925",12.8,114
"120","2024","Dec","Block 1",2023-12-07 21:35:00,"2822",24.1,129
"121","2024","Dec","Block 1",2023-12-08 00:12:00,"24A6",24.9,138
"122","2024","Dec","Block 1",2023-12-08 00:12:00,"2542",19.9,129
"123","2024","Dec","Block 1",2023-12-08 00:12:00,"2444",11.6,104
"124","2024","Dec","Block 1",2023-12-08 00:12:00,"2222",44.5,168
"125","2024","Dec","Block 1",2023-12-08 00:12:00,"205A",49.1,170
"126","2024","Dec","Block 1",2023-12-08 00:12:00,"2174",51.6,170
"127","2024","Dec","Block 1",2023-12-08 00:12:00,"2248",44.1,170
"128","2024","Dec","Block 1",2023-12-08 00:12:00,"226A",15.2,121
"129","2024","Dec","Block 1",2023-12-08 00:12:00,"2212",49.5,171
"130","2024","Dec","Block 1",2023-12-08 00:12:00,"2544",34.1,147
"131","2024","Dec","Block 1",2023-12-08 03:09:00,"26B1",43.7,155
"132","2024","Dec","Block 1",2023-12-08 03:09:00,"22BC",30.5,145
"133","2024","Dec","Block 1",2023-12-08 03:09:00,"248C",10.9,111
"134","2024","Dec","Block 1",2023-12-08 03:09:00,"24D4",42.3,159
"135","2024","Dec","Block 1",2023-12-08 03:09:00,"2475",13.5,116
"136","2024","Dec","Block 1",2023-12-08 03:09:00,"22B8",26.2,145
"137","2024","Dec","Block 1",2023-12-08 03:09:00,"1EA9",57.3,180
"138","2024","Dec","Block 1",2023-12-08 03:09:00,"2722",27.9,143
"139","2024","Dec","Block 1",2023-12-08 03:09:00,"2484",44,168
"140","2024","Dec","Block 1",2023-12-08 03:09:00,"27A9",42.7,168
"141","2024","Dec","Block 1",2023-12-08 06:09:00,"20B4",12.9,115
"142","2024","Dec","Block 1",2023-12-08 06:09:00,"2245",13.3,113
"143","2024","Dec","Block 1",2023-12-08 06:09:00,"2114",48.7,175
"144","2024","Dec","Block 1",2023-12-08 06:09:00,"26B9",28.1,142
"145","2024","Dec","Block 1",2023-12-08 06:09:00,"2599",46.2,168
"146","2024","Dec","Block 1",2023-12-08 06:09:00,"274D",24.5,139
"147","2024","Dec","Block 1",2023-12-08 06:09:00,"2455",34.4,165
"148","2024","Dec","Block 1",2023-12-08 06:09:00,"2859",54.2,170
"149","2024","Dec","Block 1",2023-12-08 06:09:00,"22AF",12.1,110
"150","2024","Dec","Block 1",2023-12-08 06:09:00,"2095",18.4,124
"151","2024","Dec","Block 1",2023-12-08 09:40:00,"2282",46.4,177
"152","2024","Dec","Block 1",2023-12-08 09:40:00,"24E8",60.6,179
"153","2024","Dec","Block 1",2023-12-08 09:40:00,"24D5",54.6,174
"154","2024","Dec","Block 1",2023-12-08 09:40:00,"2533",44.4,162
"155","2024","Dec","Block 1",2023-12-08 09:40:00,"2515",36.2,155
"156","2024","Dec","Block 1",2023-12-08 09:40:00,"22BE",50.2,169
"157","2024","Dec","Block 1",2023-12-08 09:40:00,"22EA",41.7,160
"158","2024","Dec","Block 1",2023-12-08 09:40:00,"290D",35.4,150
"159","2024","Dec","Block 1",2023-12-08 09:40:00,"2355",56.1,177
"160","2024","Dec","Block 1",2023-12-08 09:40:00,"2135",36,154
"161","2024","Dec","Block 1",2023-12-08 12:17:00,"2845",52.8,172
"162","2024","Dec","Block 1",2023-12-08 12:17:00,"1EB6",40.6,165
"163","2024","Dec","Block 1",2023-12-08 12:17:00,"24CC",48.2,169
"164","2024","Dec","Block 1",2023-12-08 12:17:00,"22EB",43.4,161
"165","2024","Dec","Block 1",2023-12-08 12:17:00,"229D",49.2,167
"166","2024","Dec","Block 1",2023-12-08 12:17:00,"1EAE",31,161
"167","2024","Dec","Block 1",2023-12-08 12:17:00,"20D2",39.8,156
"168","2024","Dec","Block 1",2023-12-08 12:17:00,"22DA",57,172
"169","2024","Dec","Block 1",2023-12-08 12:17:00,"24CD",55.5,175
"170","2024","Dec","Block 1",2023-12-08 12:17:00,"2324",34.3,147
"171","2024","Dec","Block 1",2023-12-08 15:15:00,"21A8",47.5,167
"172","2024","Dec","Block 1",2023-12-08 15:15:00,"24AE",45.4,160
"173","2024","Dec","Block 1",2023-12-08 15:15:00,"22B6",40.7,155
"174","2024","Dec","Block 1",2023-12-08 15:15:00,"2457",53.7,167
"175","2024","Dec","Block 1",2023-12-08 15:15:00,"2253",52.1,167
"176","2024","Dec","Block 1",2023-12-08 15:15:00,"2902",47.1,160
"177","2024","Dec","Block 1",2023-12-08 15:15:00,"24E6",42.8,162
"178","2024","Dec","Block 1",2023-12-08 15:15:00,"25E5",47.8,161
"179","2024","Dec","Block 1",2023-12-08 15:15:00,"2518",44.5,162
"180","2024","Dec","Block 1",2023-12-08 15:15:00,"26D5",57.8,177
"181","2024","Dec","Block 1",2023-12-08 18:11:00,"2714",77.1,191
"182","2024","Dec","Block 1",2023-12-08 18:11:00,"224C",37.9,154
"183","2024","Dec","Block 1",2023-12-08 18:11:00,"216A",48.5,171
"184","2024","Dec","Block 1",2023-12-08 18:11:00,"229A",73.1,187
"185","2024","Dec","Block 1",2023-12-08 18:11:00,"2716",57.9,172
"186","2024","Dec","Block 1",2023-12-08 18:11:00,"2469",36.1,150
"187","2024","Dec","Block 1",2023-12-08 18:11:00,"2157",52.1,166
"188","2024","Dec","Block 1",2023-12-08 18:11:00,"22CA",72.8,189
"189","2024","Dec","Block 1",2023-12-08 18:11:00,"2598",36.1,152
"190","2024","Dec","Block 1",2023-12-08 18:11:00,"25AD",29.9,142
"191","2024","Dec","Block 1",2023-12-08 21:26:00,"2453",30.8,158
"192","2024","Dec","Block 1",2023-12-08 21:26:00,"250D",51.4,173
"193","2024","Dec","Block 1",2023-12-08 21:26:00,"21B4",51.5,172
"194","2024","Dec","Block 1",2023-12-08 21:26:00,"26D2",54,170
"195","2024","Dec","Block 1",2023-12-08 21:26:00,"215C",45.7,167
"196","2024","Dec","Block 1",2023-12-08 21:26:00,"246D",22.5,132
"197","2024","Dec","Block 1",2023-12-08 21:26:00,"1E92",41,165
"198","2024","Dec","Block 1",2023-12-08 21:26:00,"225A",40,164
"199","2024","Dec","Block 1",2023-12-08 21:26:00,"26B4",54.8,169
"200","2024","Dec","Block 1",2023-12-08 21:26:00,"2766",70.4,190
"201","2024","Dec","Block 1",2023-12-09 00:16:00,"1DD5",37.8,151
"202","2024","Dec","Block 1",2023-12-09 00:16:00,"2316",22.6,136
"203","2024","Dec","Block 1",2023-12-09 00:16:00,"2052",39,156
"204","2024","Dec","Block 1",2023-12-09 00:16:00,"2675",34.2,155
"205","2024","Dec","Block 1",2023-12-09 00:16:00,"2155",59.9,178
"206","2024","Dec","Block 1",2023-12-09 00:16:00,"24C8",42.4,158
"207","2024","Dec","Block 1",2023-12-09 00:16:00,"259C",41.1,160
"208","2024","Dec","Block 1",2023-12-09 00:16:00,"22AE",27,142
"209","2024","Dec","Block 1",2023-12-09 00:16:00,"25A5",29.2,147
"210","2024","Dec","Block 1",2023-12-09 00:16:00,"2577",44.1,162
"211","2024","Dec","Block 1",2023-12-09 03:14:00,"21D6",27.1,144
"212","2024","Dec","Block 1",2023-12-09 03:14:00,"24F4",23.9,134
"213","2024","Dec","Block 1",2023-12-09 03:14:00,"26ED",38.6,163
"214","2024","Dec","Block 1",2023-12-09 03:14:00,"26AE",51.2,172
"215","2024","Dec","Block 1",2023-12-09 03:14:00,"2292",35.1,150
"216","2024","Dec","Block 1",2023-12-09 03:14:00,"24D6",37.3,152
"217","2024","Dec","Block 1",2023-12-09 03:14:00,"282A",46.7,167
"218","2024","Dec","Block 1",2023-12-09 03:14:00,"285A",31.8,146
"219","2024","Dec","Block 1",2023-12-09 03:14:00,"257C",51.3,169
"220","2024","Dec","Block 1",2023-12-09 03:14:00,"2228",35.9,154
"221","2024","Dec","Block 1",2023-12-09 06:10:00,"20CA",36.2,155
"222","2024","Dec","Block 1",2023-12-09 06:10:00,"24AF",54.6,171
"223","2024","Dec","Block 1",2023-12-09 06:10:00,"1DCA",38.7,146
"224","2024","Dec","Block 1",2023-12-09 06:10:00,"25A4",68.8,182
"225","2024","Dec","Block 1",2023-12-09 06:10:00,"2169",31.4,149
"226","2024","Dec","Block 1",2023-12-09 06:10:00,"276A",39.4,158
"227","2024","Dec","Block 1",2023-12-09 06:10:00,"1EEA",51.6,164
"228","2024","Dec","Block 1",2023-12-09 06:10:00,"25C9",51.7,172
"229","2024","Dec","Block 1",2023-12-09 06:10:00,"226B",72.1,190
"230","2024","Dec","Block 1",2023-12-09 06:10:00,"2584",41.3,159
"231","2024","Dec","Block 2",2023-12-13 09:15:00,"1E56",11.1,109
"232","2024","Dec","Block 2",2023-12-13 09:15:00,"215D",35,155
"233","2024","Dec","Block 2",2023-12-13 09:15:00,"24C4",17,124
"234","2024","Dec","Block 2",2023-12-13 09:15:00,"22E4",33.2,153
"235","2024","Dec","Block 2",2023-12-13 09:15:00,"2369",47.5,161
"236","2024","Dec","Block 2",2023-12-13 09:15:00,"2092",30.2,146
"237","2024","Dec","Block 2",2023-12-13 09:15:00,"275D",13.1,113
"238","2024","Dec","Block 2",2023-12-13 12:06:00,"2268",69,189
"239","2024","Dec","Block 2",2023-12-13 09:15:00,"230A",22.6,134
"240","2024","Dec","Block 2",2023-12-13 09:15:00,"1EB5",59.2,180
"241","2024","Dec","Block 2",2023-12-13 12:06:00,"1EAD",11.6,109
"242","2024","Dec","Block 2",2023-12-13 12:06:00,"1ED2",17.6,126
"243","2024","Dec","Block 2",2023-12-13 12:06:00,"1EB4",15.5,122
"244","2024","Dec","Block 2",2023-12-13 12:06:00,"26F2",23.6,136
"245","2024","Dec","Block 2",2023-12-13 12:06:00,"2445",58.6,175
"246","2024","Dec","Block 2",2023-12-13 12:06:00,"25EA",9.9,105
"247","2024","Dec","Block 2",2023-12-13 12:06:00,"2132",17,125
"248","2024","Dec","Block 2",2023-12-13 12:06:00,"2537",39.8,162
"249","2024","Dec","Block 2",2023-12-13 12:06:00,"2538",18.9,131
"250","2024","Dec","Block 2",2023-12-13 12:06:00,"21AB",9.8,106
"251","2024","Dec","Block 2",2023-12-13 15:09:00,"2828",11.6,108
"252","2024","Dec","Block 2",2023-12-13 15:09:00,"2226",16.2,122
"253","2024","Dec","Block 2",2023-12-13 15:09:00,"2929",10.4,106
"254","2024","Dec","Block 2",2023-12-13 15:09:00,"214C",32.8,152
"255","2024","Dec","Block 2",2023-12-13 15:09:00,"228C",23,131
"256","2024","Dec","Block 2",2023-12-13 15:09:00,"2855",28.8,135
"257","2024","Dec","Block 2",2023-12-13 15:09:00,"1EA6",29,150
"258","2024","Dec","Block 2",2023-12-13 15:09:00,"1EA8",9,104
"259","2024","Dec","Block 2",2023-12-13 15:09:00,"22ED",79.4,185
"260","2024","Dec","Block 2",2023-12-13 15:09:00,"224A",35.3,156
"261","2024","Dec","Block 2",2023-12-13 18:05:00,"2314",74.8,190
"262","2024","Dec","Block 2",2023-12-13 18:05:00,"25EC",26.4,140
"263","2024","Dec","Block 2",2023-12-13 18:05:00,"236E",23.2,136
"264","2024","Dec","Block 2",2023-12-13 18:05:00,"2856",26.7,145
"265","2024","Dec","Block 2",2023-12-13 18:05:00,"2857",16.7,121
"266","2024","Dec","Block 2",2023-12-13 18:05:00,"21AC",21.1,128
"267","2024","Dec","Block 2",2023-12-13 18:05:00,"26DD",41.7,162
"268","2024","Dec","Block 2",2023-12-13 18:05:00,"2832",10.5,108
"269","2024","Dec","Block 2",2023-12-13 18:05:00,"2275",72.9,182
"270","2024","Dec","Block 2",2023-12-13 18:05:00,"2152",19.4,125
"271","2024","Dec","Block 2",2023-12-13 21:18:00,"2844",23.7,128
"272","2024","Dec","Block 2",2023-12-13 21:18:00,"282C",49.2,171
"273","2024","Dec","Block 2",2023-12-13 21:18:00,"2259",18.8,120
"274","2024","Dec","Block 2",2023-12-13 21:18:00,"286C",21.2,129
"275","2024","Dec","Block 2",2023-12-13 21:18:00,"2365",13.9,120
"276","2024","Dec","Block 2",2023-12-13 21:18:00,"2290",22.6,130
"277","2024","Dec","Block 2",2023-12-13 21:18:00,"246C",33.8,158
"278","2024","Dec","Block 2",2023-12-13 21:18:00,"2769",18,127
"279","2024","Dec","Block 2",2023-12-13 21:18:00,"257B",20.8,130
"280","2024","Dec","Block 2",2023-12-13 21:18:00,"22CC",26,139
"281","2024","Dec","Block 2",2023-12-14 00:15:00,"2375",24.5,141
"282","2024","Dec","Block 2",2023-12-14 00:15:00,"242B",23.3,122
"283","2024","Dec","Block 2",2023-12-14 00:15:00,"248B",60.2,182
"284","2024","Dec","Block 2",2023-12-14 00:15:00,"26B0",12.3,110
"285","2024","Dec","Block 2",2023-12-14 00:15:00,"275C",22.4,134
"286","2024","Dec","Block 2",2023-12-14 00:15:00,"1E5A",18.6,130
"287","2024","Dec","Block 2",2023-12-14 00:15:00,"211A",27.7,144
"288","2024","Dec","Block 2",2023-12-14 00:15:00,"2588",18.5,122
"289","2024","Dec","Block 2",2023-12-14 00:15:00,"2575",16.5,119
"290","2024","Dec","Block 2",2023-12-14 00:15:00,"24D8",14.9,115
"291","2024","Dec","Block 2",2023-12-14 03:12:00,"22E8",16.4,125
"292","2024","Dec","Block 2",2023-12-14 03:12:00,"2296",40.1,159
"293","2024","Dec","Block 2",2023-12-14 03:12:00,"2492",11.3,111
"294","2024","Dec","Block 2",2023-12-14 03:12:00,"232A",26.2,141
"295","2024","Dec","Block 2",2023-12-14 03:12:00,"1E6A",21.9,130
"296","2024","Dec","Block 2",2023-12-14 03:12:00,"286B",15.5,121
"297","2024","Dec","Block 2",2023-12-14 03:12:00,"24B9",21.7,134
"298","2024","Dec","Block 2",2023-12-14 03:12:00,"22DC",22.8,130
"299","2024","Dec","Block 2",2023-12-14 03:12:00,"235C",16.2,123
"300","2024","Dec","Block 2",2023-12-14 03:12:00,"249C",53.3,175
"301","2024","Dec","Block 2",2023-12-14 06:04:00,"24CA",20.3,130
"302","2024","Dec","Block 2",2023-12-14 06:04:00,"26DC",16.8,129
"303","2024","Dec","Block 2",2023-12-14 06:04:00,"2354",27.1,143
"304","2024","Dec","Block 2",2023-12-14 06:04:00,"276E",17.5,125
"305","2024","Dec","Block 2",2023-12-14 06:04:00,"26C9",47.3,170
"306","2024","Dec","Block 2",2023-12-14 06:04:00,"218A",20.2,132
"307","2024","Dec","Block 2",2023-12-14 06:04:00,"2362",23.5,140
"308","2024","Dec","Block 2",2023-12-14 06:04:00,"2195",18.7,127
"309","2024","Dec","Block 2",2023-12-14 06:04:00,"20DA",15.2,119
"310","2024","Dec","Block 2",2023-12-14 06:04:00,"228D",13.8,115
"311","2024","Dec","Block 2",2023-12-14 09:12:00,"2669",14.3,117
"312","2024","Dec","Block 2",2023-12-14 09:12:00,"252C",13.4,107
"313","2024","Dec","Block 2",2023-12-14 09:12:00,"2734",13,119
"314","2024","Dec","Block 2",2023-12-14 09:12:00,"249D",31.2,147
"315","2024","Dec","Block 2",2023-12-14 09:12:00,"253D",24.7,138
"316","2024","Dec","Block 2",2023-12-14 09:12:00,"2764",21.3,133
"317","2024","Dec","Block 2",2023-12-14 09:12:00,"20B5",28,148
"318","2024","Dec","Block 2",2023-12-14 09:12:00,"208A",14.3,117
"319","2024","Dec","Block 2",2023-12-14 09:12:00,"239A",22.4,130
"320","2024","Dec","Block 2",2023-12-14 09:12:00,"2729",24.1,137
"321","2024","Dec","Block 2",2023-12-14 12:04:00,"222C",47.2,166
"322","2024","Dec","Block 2",2023-12-14 12:04:00,"2214",49.4,171
"323","2024","Dec","Block 2",2023-12-14 12:04:00,"279A",52.1,167
"324","2024","Dec","Block 2",2023-12-14 12:04:00,"26DB",15.9,117
"325","2024","Dec","Block 2",2023-12-14 12:04:00,"26E5",43.4,165
"326","2024","Dec","Block 2",2023-12-14 12:04:00,"24B2",22.4,133
"327","2024","Dec","Block 2",2023-12-14 12:04:00,"1EAA",59.4,174
"328","2024","Dec","Block 2",2023-12-14 12:04:00,"2489",20.2,127
"329","2024","Dec","Block 2",2023-12-14 12:04:00,"2352",43.9,166
"330","2024","Dec","Block 2",2023-12-14 12:04:00,"2151",13,111
"331","2024","Dec","Block 2",2023-12-14 15:04:00,"24DE",39.8,159
"332","2024","Dec","Block 2",2023-12-14 15:04:00,"216E",52.5,174
"333","2024","Dec","Block 2",2023-12-14 15:04:00,"282E",37,156
"334","2024","Dec","Block 2",2023-12-14 15:04:00,"26E2",18.3,117
"335","2024","Dec","Block 2",2023-12-14 15:04:00,"2350",21.1,130
"336","2024","Dec","Block 2",2023-12-14 15:04:00,"20A8",81.4,190
"337","2024","Dec","Block 2",2023-12-14 15:04:00,"242A",64.5,180
"338","2024","Dec","Block 2",2023-12-14 15:04:00,"2491",21.9,131
"339","2024","Dec","Block 2",2023-12-14 15:04:00,"26D1",48.6,169
"340","2024","Dec","Block 2",2023-12-14 15:04:00,"2557",16.2,123
"341","2024","Dec","Block 2",2023-12-14 18:02:00,"2474",40.4,160
"342","2024","Dec","Block 2",2023-12-14 18:02:00,"2116",14.3,118
"343","2024","Dec","Block 2",2023-12-14 18:02:00,"27A6",25.9,141
"344","2024","Dec","Block 2",2023-12-14 18:02:00,"25A8",25.4,132
"345","2024","Dec","Block 2",2023-12-14 18:02:00,"22AD",8.8,94
"346","2024","Dec","Block 2",2023-12-14 18:02:00,"2165",20.2,131
"347","2024","Dec","Block 2",2023-12-14 18:02:00,"228B",37.4,150
"348","2024","Dec","Block 2",2023-12-14 18:02:00,"24E5",18.8,126
"349","2024","Dec","Block 2",2023-12-14 18:02:00,"1F5A",44.4,156
"350","2024","Dec","Block 2",2023-12-14 18:02:00,"224E",15.1,120
"351","2024","Dec","Block 2",2023-12-14 21:16:00,"2472",21.2,135
"352","2024","Dec","Block 2",2023-12-14 21:16:00,"1ECA",10.8,104
"353","2024","Dec","Block 2",2023-12-14 21:16:00,"290A",32.7,164
"354","2024","Dec","Block 2",2023-12-14 21:16:00,"21AE",30.8,145
"355","2024","Dec","Block 2",2023-12-14 21:16:00,"22C2",14,114
"356","2024","Dec","Block 2",2023-12-14 21:16:00,"2225",21.6,133
"357","2024","Dec","Block 2",2023-12-14 21:16:00,"22E6",22.6,133
"358","2024","Dec","Block 2",2023-12-14 21:16:00,"245A",11.4,102
"359","2024","Dec","Block 2",2023-12-14 21:16:00,"284E",43.2,165
"360","2024","Dec","Block 2",2023-12-14 21:16:00,"23DA",17.4,123
"361","2024","Dec","Block 2",2023-12-15 00:19:00,"214D",53.1,171
"362","2024","Dec","Block 2",2023-12-15 00:19:00,"22C4",50.3,167
"363","2024","Dec","Block 2",2023-12-15 00:19:00,"2591",50.9,172
